ADDRESS,SORT CODE,CITY RTE
507 E. LOUISIANA AVE.,1632,1
602 E. LOUISIANA AVE.,1626,1
604 E. LOUISIANA AVE.,1624,1
606 E. LOUISIANA AVE.,1622,1
608 E. LOUISIANA AVE.,1620,1
508 E. TEXAS AVE.,1670,1
504 E. TEXAS AVE.,1456,1
502 TEXAS AVE.,1674,1
303 COLLEGE ST.,1676,1
302 COLLEGE ST.,1678,1
204 COLLEGE ST.,1680,1
105 COLLEGE ST.,1682,1
111 N. COLLEGE ST.,1684,1
115 N. COLLEGE ST.,1686,1
119 N. COLLEGE ST.,1688,1
428 E. LOUISIANA AVE.,1690,1
424 E. LOUISIANA AVE.,1692,1
421 E. LOUISIANA AVE.,1478,1
414 E. LOUISIANA AVE.,1710,1
413 E. LOUISIANA AVE.,1708,1
411 LOUISIANA AVE.,1706,1
409 E. LOUISIANA AVE.,1704,1
403 E. LOUISIANA AVE.,1702,1
109 STEPHENS ST.,1701,1
120 STEPHENS ST.,1700,1
314 E. LOUISIANA AVE.,1698,1
207 STEPHENS ST.,1696,1
402 E. LOUISIANA AVE.,1694,4
314 STEPHENS ST.,1712,1
312 E. RAILROAD AVE.,1714,1
310 E. RAILROAD AVE.,1716,1
302 E. RAILROAD AVE.,1718,1
212 E. RAILROAD AVE.,1720,1
208 E. RAILROAD AVE.,1722,1
END SOPERTON CITY 2###########,1798,2
207 S. 2ND ST.,1800,2
203 W. GEORGIA AVE.,1604,2
201 W. GEORGIA AVE.,1606,2
208 GEORGIA AVE.,1808,2
206 GEORGIA AVE.,1806,2
113 S. 1ST ST.,1810,2
203 N. 2ND ST.,1814,2
205 N. 2ND ST.,1816,2
212 N. 3RD ST.,1822,2
207 N. 2ND ST.,1818,2
214 N. 3RD ST.,1820,2
213 N. 3RD ST.,1824,2
211 N. 3RD ST.,1826,2
207 N. 3RD ST.,1828,2
205 N. 3RD ST.,1830,2
210 N. 3RD ST.,1832,2
206 N. 3RD ST.,1834,2
202 N. 3RD ST.,1836,2
102 E. LOUISIANA AVE.,1838,2
213 W. RAILROAD AVE.,1840,2
107 METTER RD.,1842,2
109 METTER RD.,1844,2
111 METTER RD.,1846,2
307 W. RAILROAD AVE.,246,1
309 W. RAILROAD AVE.,248,1
402 W. LOUISIANA AVE.,362,1
406 W. LOUISIANA AVE.,360,1
406 W. LOUISIANA AVE.,358,1
409 W. LOUISIANA AVE.,312,1
415 W. LOUISIANA AVE.,314,1
421 W. LOUISIANA AVE.,316,1
501 W. LOUISIANA AVE.,318,1
505 W. LOUISIANA AVE.,320,1
506 W. LOUISIANA AVE.,338,1
509 W. LOUISIANA AVE.,322,1
305 GLENN ST.,336,1
304 GLENN ST.,324,1
303 GLENN ST.,334,1
301 GLENN ST.,332,1
302 GLENN ST.,326,1
613 SARABELL AVE.,430,1
612 SARABELL AVE.,328,1
610 SARABELL AVE.,330,1
506 SARABELL AVE.,346,1
505 SARABELL AVE.,340,1
504 SARABELL AVE.,348,1
420 W. LOUISIANA AVE.,350,1
416 W. LOUISIANA AVE.,352,1
412 W. LOUISIANA AVE.,354,1
410 W. LOUISIANA AVE.,356,1
315 W. LOUISIANA AVE.,310,1
1 SYCAMORE DR.,250,1
2 SYCAMORE DR.,252,1
3 SYCAMORE DR.,254,1
4 SYCAMORE DR.,256,1
5 SYCAMORE DR.,258,1
6 SYCAMORE DR.,260,1
7 SYCAMORE DR.,262,1
8 SYCAMORE DR.,264,1
9 SYCAMORE DR.,266,1
10 SYCAMORE DR.,268,1
11 SYCAMORE DR.,270,1
12 SYCAMORE DR.,272,1
13 SYCAMORE DR.,274,1
14 SYCAMORE DR.,276,1
15 SYCAMORE DR.,278,1
16 SYCAMORE DR.,280,1
17 SYCAMORE DR.,282,1
18 SYCAMORE DR.,284,1
19 SYCAMORE DR.,286,1
20 SYCAMORE DR.,288,1
21 SYCAMORE DR.,290,1
22 SYCAMORE DR.,292,1
23 SYCAMORE DR.,294,1
24 SYCAMORE DR.,296,1
25 SYCAMORE DR.,298,1
26 SYCAMORE DR.,300,1
27 SYCAMORE DR.,302,1
28 SYCAMORE DR.,304,1
29 SYCAMORE DR.,306,1
30 SYCAMORE DR.,308,1
205 METTER RD.,1848,2
207 METTER RD.,1850,2
319 METT RD.,1854,2
315 METTER RD.,1856,2
317 METTER RD.,1858,2
310 1ST ST.,1860,2
313 N. 1ST ST.,1864,2
311 N. 1ST ST.,1864,2
309 W. 1ST ST.,1866,2
115 W. TEXAS AVE.,1868,2
113 W. TEXAS AVE.,1870,2
206 N. 1ST ST.,1872,2
203 W. TEXAS AVE.,1874,2
202 W. TEXAS AVE.,1876,2
206 W. TEXAS AVE.,1878,2
208 W. TEXAS AVE.,1880,2
217 W. LOUISIANA AVE.,1882,2
211 N. 1ST ST.,1884,2
209 N. 1ST ST.,1886,2
115 W. LOUISIANA AVE.,1888,2
113 W. LOUISIANA AVE.,1890,2
210 W. MAIN ST.,1892,2
306 W. MAIN ST.,1894,2
404 W. MAIN ST.,1896,2
406 W. MAIN ST.,1898,2
409 GEORGIA AVE.,1900,2
402 W. GEORGIA AVE.,1902,2
406 W. GEORGIA AVE.,1904,2
103 MANNING ST.,1906,2
104 MANNING ST.,1908,2
411 ALABAMA AVE.,1910,2
412 ALABAMA AVE.,1912,2
307 MANNING ST.,1914,2
310 MANNING ST.,1916,2
309 MANNING ST.,1918,2
311 MANNING ST.,1920,2
405 MISSISSIPPI AVE.,1922,2
403 MISSISSIPPI AVE.,1924,2
306 MISSISSIPPI AVE.,1926,2
303 MISSISSIPPI AVE.,1928,2
311 MISSISSIPPI AVE.,1930,2
313 WILLIAMS ST.,1932,2
310 WILLIAMS ST.,1934,2
306 WILLIAMS ST.,1936,2
319 WILLIAMS ST.,1938,2
317 WILLIAMS ST.,1940,2
312 WILLIAMS ST.,1944,2
308 ALABAMA AVE.,1946,2
208 WILLIAMS ST.,1948,2
409 ALABAMA AVE.,1950,2
206 WILLIAMS ST.,1952,2
211 WILLIAMS ST.,1954,2
312 GEORGIA AVE.,1956,2
310 GEORGIA AVE.,1958,2
113 EASTMAN RD.,1960,2
212 GEORGIA AVE.,1962,2
207 EASTMAN RD.,1964,2
210 EASTMAN RD.,1966,2
212 EASTMAN RD.,1968,2
214 EASTMAN RD.,1972,2
302 EASTMAN RD.,1970,2
215 ALABAMA AVE.,1974,2
213 ALABAMA AVE.,1976,2
208 ALABAMA AVE.,1978,2
209 ALABAMA AVE.,1980,2
301 S. 1ST ST.,1982,2
303 S. 1ST ST.,1984,2
305 S. 1ST ST.,1986,2
307 S. 1ST ST.,1988,2
304 S. 1ST ST.,1990,2
309 S. 1ST ST.,1992,2
109 MISSISSIPPI AVE.,1994,2
106 MISSISSIPPI AVE.,1996,2
205 MISSISSIPPI AVE.,2000,2
209 MISSISSIPPI AVE.,2002,2
400 EASTMAN RD.,2004,2
211 MISSISSIPPI AVE.,2006,2
213 MISSISSIPPI AVE.,2008,2
304 EASTMAN RD.,2010,2
304 EASTMAN RD.,2012,2
309 EASTMAN RD.,2014,2
401 EASTMAN RD.,2016,2
403 EASTMAN RD.,2018,2
405 EASTMAN RD.,2020,2
503 EASTMAN RD.,2022,2
507 EASTMAN RD.,2024,2
102 EASTMAN RD.,2026,2
604 EASTMAN RD.,2028,2
106 EASTMAN RD.,2030,2
608 EASTMAN RD.,2032,2
610 EASTMAN RD.,2034,2
210 MARY JANE ST.,2040,2
208 MARY JANE ST.,2042,2
203 FAIRGROUND CIRCLE,2044,2
204 FAIRGROUND CIRCLE,2046,2
206 FAIRGROUND CIRCLE,2048,2
205 FAIRGROUND CIRCLE,2050,2
208 FAIRGROUND CIRCLE,2052,2
210 FAIRGROUND CIRCLE,2054,2
212 FAIRGROUND CIRCLE,2056,2
214 FAIRGROUND CIRCLE,2058,2
207 FAIRGROUND CIRCLE,2060,2
216 FAIRGROUND CIRCLE,2062,2
218 FAIRGROUND CIRCLE,2064,2
220 FAIRGROUND CIRCLE,2066,2
222 FAIRGROUND CIRCLE,2068,2
209 FAIRGROUND CIRCLE,2070,2
211 FAIRGROUND CIRCLE,2072,2
213 FAIRGROUND CIRCLE,2074,2
224 FAIRGROUND CIRCLE,2076,2
126 FAIRGROUND CIRCLE,2078,2
614 EASTMAN RD.,2038,2
612 EASTMAN RD.,2036,2
611 EASTMAN RD.,2080,2
702 EASTMAN RD.,2082,2
704 EASTMAN RD.,2084,2
708 EASTMAN RD.,2086,2
705 EASTMAN RD.,2088,2
709 EASTMAN RD.,2090,2
707 EASTMAN RD.,2092,2
320 OUTLAW AVE.,2094,2
318 OUTLAW AVE.,2096,2
312 OUTLAW AVE.,2098,2
323 OUTLAW AVE.,2100,2
310 OUTLAW AVE.,2102,2
308 OUTLAW AVE.,2104,2
304 OUTLAW AVE.,2106,2
317 OUTLAW AVE.,2108,2
303 OUTLAW AVE.,2110,2
301 OUTLAW AVE.,2112,2
210 OUTLAW AVE.,2114,2
207 OUTLAW AVE.,2116,2
203 OUTLAW AVE.,2118,2
801 S. 1ST ST.,2120,2
805 S. 1ST ST.,2124,2
809 S. 1ST ST.,2126,2
810 S. 1ST ST.,2128,2
808 S. 1ST ST.,2130,2
806 S. 1ST ST.,2132,2
804 S. 1ST ST.,2134,2
802 S. 1ST ST.,2136,2
712 1ST ST.,2138,2
708 S. 1ST ST.,2140,2
704 S. 1ST ST.,2142,2
709 S. 1ST ST.,2144,2
707 1ST ST.,2146,2
707.5 S. 1ST ST.,2148,2
705 S. 1ST ST.,2150,2
701 S. 1ST ST.,2152,2
609 1ST ST.,2156,2
610 1ST ST.,2158,2
603 S. 1ST ST.,2160,2
606 S. 1ST ST.,2162,2
605 S. 1ST ST.,2164,2
104 KELLY AVE.,2166,2
103 KELLY AVE.,2168,2
107 KELLY AVE.,2170,2
511 S. 1ST ST.,2172,2
510 S. 1ST ST.,2174,2
508 S. 1ST ST.,2176,2
504 S. 1ST ST.,2178,2
410 S. 1ST ST.,2180,2
503 S. 2ND ST.,2182,2
507 S. 2ND ST.,2184,2
509 S. 2ND ST.,2186,2
406 S. 2ND ST.,2188,2
401 S. 2ND ST.,2190,2
301 S. 2ND ST.,2192,2
306 S. 2ND ST.,2100,2
402 2ND ST.,2194,2
309 S. 3RD ST.,2196,2
310 S. 3RD ST.,2198,2
304 S. 3RD ST.,2200,2
212 S. 3RD ST.,2202,2
113 S. 3RD ST.,2112,2
END PO SECTION #1 ############,2226,5
PO BOX 1,2228,5
PO BOX 2,2230,5
PO BOX 3,2232,5
PO BOX 4,2234,5
PO BOX 5,2236,5
PO BOX 11,2238,5
PO BOX 12,2240,5
PO BOX 21,2242,5
PO BOX 22,2244,5
PO BOX 23,2246,5
PO BOX 24,2248,5
PO BOX 25,2250,5
PO BOX 26,2252,5
PO BOX 27,2254,5
PO BOX 28,2256,5
PO BOX 31,2262,5
PO BOX 32,2264,5
PO BOX 33,2266,5
PO BOX 34,2268,5
PO BOX 41,2282,5
PO BOX 42,2284,5
PO BOX 43,2286,5
PO BOX 44,2288,5
PO BOX 45,2290,5
PO BOX 51,2302,5
PO BOX 52,2304,5
PO BOX 53,2306,5
PO BOX 54,2308,5
PO BOX 55,2310,5
PO BOX 56,2312,5
PO BOX 57,2314,5
PO BOX 58,2316,5
PO BOX 61,2322,5
PO BOX 62,2324,5
PO BOX 63,2326,5
PO BOX 64,2328,5
PO BOX 71,2342,5
PO BOX 72,2344,5
PO BOX 73,2346,5
PO BOX 74,2348,5
PO BOX 75,2350,5
PO BOX 81,2362,5
PO BOX 82,2364,5
PO BOX 83,2366,5
PO BOX 84,2368,5
PO BOX 85,2370,5
PO BOX 86,2372,5
PO BOX 87,2374,5
PO BOX 88,2376,5
PO BOX 91,2382,5
PO BOX 92,2384,5
PO BOX 93,2386,5
PO BOX 94,2388,5
PO BOX 101,2402,5
PO BOX 102,2404,5
PO BOX 103,2406,5
PO BOX 104,2408,5
PO BOX 105,2410,5
PO BOX 111,2422,5
PO BOX 112,2424,5
PO BOX 113,2426,5
PO BOX 114,2428,5
PO BOX 115,2430,5
PO BOX 116,2432,5
PO BOX 117,2434,5
PO BOX 118,2436,5
PO BOX 121,2442,5
PO BOX 122,2444,5
PO BOX 123,2446,5
PO BOX 124,2448,5
PO BOX 131,2462,5
PO BOX 132,2464,5
PO BOX 133,2466,5
PO BOX 134,2468,5
PO BOX 135,2470,5
PO BOX 141,2482,5
PO BOX 142,2484,5
PO BOX 143,2486,5
PO BOX 144,2488,5
PO BOX 145,2490,5
PO BOX 146,2492,5
PO BOX 147,2494,5
PO BOX 148,2496,5
PO BOX 151,2502,5
PO BOX 152,2504,5
PO BOX 153,2506,5
PO BOX 154,2508,5
PO BOX 155,2510,5
PO BOX 161,2522,5
PO BOX 162,2524,5
PO BOX 163,2526,5
PO BOX 164,2528,5
PO BOX 165,2530,5
PO BOX 166,2532,5
PO BOX 167,2534,5
PO BOX 171,2542,5
PO BOX 172,2544,5
PO BOX 173,2546,5
PO BOX 174,2548,5
PO BOX 175,2550,5
END PO SECTION #2 ############,2551,5
PO BOX 176,2552,5
PO BOX 177,2554,5
PO BOX 178,2556,5
PO BOX 181,2558,5
PO BOX 182,2560,5
PO BOX 183,2562,5
PO BOX 184,2564,5
PO BOX 185,2566,5
PO BOX 191,2568,5
PO BOX 192,2570,5
PO BOX 193,2572,5
PO BOX 194,2574,5
PO BOX 195,2576,5
PO BOX 196,2578,5
PO BOX 197,2580,5
PO BOX 201,2582,5
PO BOX 202,2584,5
PO BOX 203,2586,5
PO BOX 204,2588,5
PO BOX 205,2590,5
PO BOX 206,2592,5
PO BOX 207,2594,5
PO BOX 208,2596,5
PO BOX 211,2598,5
PO BOX 212,2600,5
PO BOX 213,2602,5
PO BOX 214,2604,5
PO BOX 215,2606,5
PO BOX 221,2608,5
PO BOX 222,2610,5
PO BOX 223,2612,5
PO BOX 224,2614,5
PO BOX 225,2616,5
PO BOX 226,2618,5
PO BOX 231,2620,5
PO BOX 232,2622,5
PO BOX 233,2624,5
PO BOX 234,2626,5
PO BOX 235,2628,5
PO BOX 236,2630,5
PO BOX 237,2632,5
PO BOX 238,2634,5
PO BOX 241,2636,5
PO BOX 242,2638,5
PO BOX 243,2640,5
PO BOX 244,2642,5
PO BOX 245,2644,5
PO BOX 251,2646,5
PO BOX 252,2648,5
PO BOX 253,2650,5
PO BOX 254,2652,5
PO BOX 255,2654,5
PO BOX 256,2656,5
PO BOX 257,2658,5
PO BOX 261,2660,5
PO BOX 262,2662,5
PO BOX 263,2664,5
PO BOX 264,2666,5
PO BOX 265,2668,5
PO BOX 266,2670,5
PO BOX 267,2672,5
PO BOX 268,2674,5
PO BOX 271,2676,5
PO BOX 272,2678,5
PO BOX 273,2680,5
PO BOX 274,2682,5
PO BOX 275,2684,5
PO BOX 281,2686,5
PO BOX 282,2688,5
PO BOX 283,2690,5
PO BOX 284,2692,5
PO BOX 285,2694,5
PO BOX 286,2696,5
PO BOX 287,2696,5
PO BOX 291,2698,5
PO BOX 292,2700,5
PO BOX 293,2702,5
PO BOX 294,2704,5
PO BOX 295,2706,5
PO BOX 296,2708,5
PO BOX 297,2710,5
PO BOX 298,2712,5
PO BOX 301,2714,5
PO BOX 302,2716,5
PO BOX 303,2718,5
PO BOX 304,2720,5
PO BOX 305,2722,5
PO BOX 311,2724,5
PO BOX 312,2726,5
PO BOX 313,2728,5
PO BOX 314,2730,5
PO BOX 315,2732,5
PO BOX 316,2734,5
PO BOX 317,2736,5
PO BOX 321,2738,5
PO BOX 322,2740,5
PO BOX 323,2742,5
PO BOX 324,2744,5
PO BOX 325,2746,5
PO BOX 326,2748,5
END PO SECTION #3 ############,2750,5
PO BOX 327,2752,5
PO BOX 328,2754,5
PO BOX 331,2756,5
PO BOX 332,2758,5
PO BOX 333,2760,5
PO BOX 334,2762,5
PO BOX 335,2764,5
PO BOX 341,2766,5
PO BOX 342,2768,5
PO BOX 343,2770,5
PO BOX 344,2772,5
PO BOX 345,2774,5
PO BOX 346,2776,5
PO BOX 347,2778,5
PO BOX 351,2780,5
PO BOX 352,2782,5
PO BOX 353,2784,5
PO BOX 355,2788,5
PO BOX 356,2790,5
PO BOX 357,2792,5
PO BOX 358,2794,5
PO BOX 361,2796,5
PO BOX 362,2798,5
PO BOX 362,2798,5
PO BOX 363,2800,5
PO BOX 364,2802,5
PO BOX 365,2804,5
401 BERRY ST.,766,1
PO BOX 371,2806,5
PO BOX 372,2808,5
PO BOX 373,2810,5
PO BOX 374,2812,5
PO BOX 375,2814,5
PO BOX 376,2816,5
PO BOX 377,2818,5
PO BOX 381,2820,5
PO BOX 382,2822,5
PO BOX 383,2824,5
PO BOX 384,2826,5
PO BOX 385,2828,5
PO BOX 386,2830,5
PO BOX 387,2832,5
PO BOX 388,2834,5
PO BOX 391,2826,5
PO BOX 392,2838,5
PO BOX 393,2840,5
PO BOX 394,2842,5
PO BOX 401,2844,5
PO BOX 402,2846,5
PO BOX 403,2848,5
PO BOX 404,2850,5
PO BOX 405,2852,5
PO BOX 406,2854,5
PO BOX 411,2856,5
PO BOX 412,2858,5
PO BOX 413,2860,5
PO BOX 414,2862,5
PO BOX 415,2864,5
PO BOX 416,2866,5
PO BOX 417,2868,5
PO BOX 418,2870,5
PO BOX 421,2872,5
PO BOX 422,2874,5
PO BOX 423,2876,5
PO BOX 424,2878,5
PO BOX 431,2880,5
PO BOX 432,2882,5
PO BOX 433,2884,5
PO BOX 434,2886,5
PO BOX 435,2888,5
PO BOX 436,2890,5
PO BOX 441,2892,5
PO BOX 442,2894,5
PO BOX 443,2896,5
PO BOX 444,2898,5
PO BOX 445,2900,5
PO BOX 446,2902,5
PO BOX 447,2904,5
PO BOX 448,2906,5
PO BOX 451,2908,5
PO BOX 452,2910,5
PO BOX 453,2912,5
PO BOX 454,2914,5
PO BOX 461,2916,5
PO BOX 462,2918,5
PO BOX 463,2920,5
PO BOX 464,2922,5
PO BOX 465,2924,5
PO BOX 466,2926,5
PO BOX 471,2928,5
PO BOX 472,2930,5
PO BOX 473,2932,5
PO BOX 474,2934,5
PO BOX 475,2936,5
PO BOX 476,2938,5
PO BOX 477,2940,5
PO BOX 478,2942,5
PO BOX 481,2944,5
PO BOX 482,2946,5
PO BOX 483,2948,5
END PO SECTION #4 ############,2950,5
PO BOX 484,2952,5
PO BOX 491,2954,5
PO BOX 492,2956,5
PO BOX 493,2958,5
PO BOX 494,2960,5
PO BOX 495,2962,5
PO BOX 496,2964,5
PO BOX 501,2966,5
PO BOX 502,2968,5
PO BOX 503,2970,5
PO BOX 504,2972,5
PO BOX 505,2974,5
PO BOX 506,2976,5
PO BOX 507,2978,5
PO BOX 508,2980,5
PO BOX 511,2982,5
PO BOX 512,2984,5
PO BOX 513,2986,5
PO BOX 514,2988,5
PO BOX 521,2990,5
PO BOX 522,2992,5
PO BOX 523,2994,5
PO BOX 524,2996,5
PO BOX 525,2998,5
PO BOX 526,3000,5
PO BOX 531,3002,5
PO BOX 532,3004,5
PO BOX 533,3006,5
PO BOX 534,3008,5
PO BOX 535,3010,5
PO BOX 536,3012,5
PO BOX 538,3014,5
PO BOX 541,3016,5
PO BOX 542,3018,5
PO BOX 543,3020,5
PO BOX 544,3022,5
PO BOX 545,3024,5
PO BOX 551,3026,5
PO BOX 552,3028,5
PO BOX 553,3030,5
PO BOX 554,3032,5
PO BOX 555,3034,5
PO BOX 556,3036,5
PO BOX 561,3038,5
PO BOX 562,3040,5
PO BOX 563,3042,5
PO BOX 564,3044,5
PO BOX 565,3046,5
PO BOX 566,3048,5
PO BOX 567,3050,5
PO BOX 568,3052,5
PO BOX 571,3054,5
PO BOX 572,3056,5
PO BOX 573,3058,5
PO BOX 574,3060,5
PO BOX 581,3062,5
PO BOX 582,3064,5
PO BOX 583,3066,5
PO BOX 584,3068,5
PO BOX 585,3070,5
PO BOX 586,3072,5
PO BOX 591,3074,5
PO BOX 592,3076,5
PO BOX 593,3078,5
PO BOX 594,3080,5
PO BOX 595,3082,5
PO BOX 596,3084,5
PO BOX 597,3086,5
PO BOX 598,3088,5
PO BOX 601,3090,5
PO BOX 602,3092,5
PO BOX 603,3094,5
PO BOX 604,3096,5
PO BOX 611,3098,5
PO BOX 612,3100,5
PO BOX 613,3102,5
PO BOX 614,3104,5
PO BOX 615,3106,5
PO BOX 616,3108,5
PO BOX 621,3110,5
PO BOX 622,3112,5
PO BOX 623,3114,5
PO BOX 624,3116,5
PO BOX 625,3118,5
PO BOX 626,3120,5
PO BOX 627,3122,5
PO BOX 628,3124,5
PO BOX 631,3126,5
PO BOX 632,3128,5
PO BOX 633,3130,5
PO BOX 634,3132,5
PO BOX 641,3134,5
PO BOX 642,3136,5
PO BOX 643,3138,5
PO BOX 644,3140,5
PO BOX 645,3142,5
PO BOX 646,3144,5
PO BOX 651,3146,5
PO BOX 652,3148,5
PO BOX 653,3150,5
PO BOX 654,3152,5
PO BOX 655,3154,5
PO BOX 656,3156,5
PO BOX 657,3158,5
PO BOX 658,3160,5
PO BOX 661,3162,5
PO BOX 662,3164,5
PO BOX 663,3166,5
PO BOX 664,3168,5
PO BOX 671,3170,5
PO BOX 672,3172,5
PO BOX 673,3174,5
PO BOX 674,3176,5
PO BOX 675,3178,5
PO BOX 676,3180,5
312 BERRY ST.,772,1
314 BERRY ST.,774,1
106 CLOVER ST.,780,1
517.5 BARWICK AVE.,804,1
507 BARWICK AVE.,810,1
503 OUTLAW AVE.,828,1
817 EASTMAN ROAD,836,1
521.5 CANADY AVE.,856,1
206 CANADY AVE.,926,1
905 S. 1ST STREET,932,1
907 2. 2ND ST.,986,1
105 HYMAN AVE.,1000,1
1007 S. 1ST STREET,1014,1
907 FOWLER ST.,1136,1
108 SUNSET LANE,1170,1
207 ENNIS CIRCLE,1208,1
209 ENNIS CIRCLE,1210,1
902 FLORIDA AVE.,1270,1
616 COLLEGE ST.,1274,1
409 4TH ST.,1284,1
303 4TH ST.,1292,1
502 EDWIN ST.,1430,1
503 EDWIN ST.,1434,1
717 BELL AVE,1494,1
806-A RAILROAD AVE.,1508,1
802 RAILROAD AVE.,1512,1
710 RAILROAD AVE.,1516,1
105 ROBBY LANE,1534,1
107 ROBBY LANE,1536,1
109 ROBBY LANE,1538,1
203 CALHOUN ST.,1548,1
205 CALHOUN ST.,1550,1
209 CALHOUN ST.,1552,1
210 CALHOUN ST.,1554,1
313 CALHOUN ST.,1560,1
315 CALHOUN ST.,1562,1
710 LOUISIANA AVE. E.,1612,1
702 TEXAS AVE.,1638,1
205 PINEVIEW DR.,1644,1
306 VARNEDO ST.,1664,1
506 TEXAS AVE E.,1672,1
201 FIRST ST. S.,1802,2
202 FIRST ST. S.,1804,2
201 2ND ST. N.,1812,2
301 METTER ROAD,1852,2
315 WILLIAMS ST.,1942,2
403 FIRST ST. S.,1998,2
801-A FIRST ST. S.,2122,2
702 FIRST ST. S.,2154,2
512 SECOND ST. N.,10,1
305 SECOND ST. N.,16,1
103 CAMEL ST.,18,1
315 N. 3RD ST.,22,1
401 N. 3RD ST.,26,1
413 N. 3RD ST.,33,1
508 N. 3RD ST.,34,1
205 ARCH ST.,48,1
801 METTER ROAD,126,1
710 METTER ROAD,128,1
106 GILLIS ST.,130,1
712 N. 3RD ST.,132,1
815 N. 2ND ST.,136,1
810 N. 2ND ST.,138,1
513 METTER ROAD,140,1
314 FOREST AVE.,188,1
103 FOREST AVE.,210,1
514 SARABELL AVE.,342,1
510 SARABELL AVE.,344,1
715 SARABELL AVE.,414,1
607 WOMMACK AVE.,472,1
808 MAIN ST. W.,488,1
201 CARTER ST.,522,1
808 MISSISSIPPI AVE.,528,1
806 MISSISSIPPI AVE.,530,1
604 W. GEORGIA AVE.,570,1
602 W. GEORGIA AVE.,572,1
616 W. ALABAMA AVE.,590,1
313 NEW ST.,612,1
609 W. MISSISSIPPI AVE.,632,1
108 MISSISSIPPI COURT,636,1
102 MISSISSIPPI COURT,638,1
409 NEW ST.,676,1
406 NEW ST.,710,1
710 NEW ST.,716,1
104 IVEY CIRCLE,732,1
112 IVEY CIRCLE,744,1
204 OAK ST.,748,1
206 OAK ST.,750,1
311 BERRY ST.,756,1
